"Nonce","Incoming/Outgoing","Transaction Status","Category","Recipient Name","Token","Token Symbol","Tag","Token Amount","USD Amount","From Address","To Address","Description","Transaction Hash","Executed at","Transaction fees","Comment"
"3","Outgoing","Success","Bounty","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","48.387096774193544","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x06A1E83832aD7De314b4f82EfbC9591D0670A1e2","Bounty payments from August","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:65 +02:00","0.005603 ETH","--"
"3","Outgoing","Success","Bounty","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","810","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x06A1E83832aD7De314b4f82EfbC9591D0670A1e2","Bounty payments from August","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:65 +02:00","0.005603 ETH","--"
"3","Outgoing","Success","Bounty","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","64.51612903225806","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x4a0a163d6b11B289075e667abf74118EFA4DB999","Bounty payments from August","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:65 +02:00","0.005603 ETH","--"
"3","Outgoing","Success","Bounty","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","1080","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x4a0a163d6b11B289075e667abf74118EFA4DB999","Bounty payments from August","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:65 +02:00","0.005603 ETH","--"
"3","Outgoing","Success","Bounty","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","810","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0xADc73EB8E4673e5FD5A9c709c4379c074991F2D3","Bounty payments from August","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:65 +02:00","0.005603 ETH","--"
"3","Outgoing","Success","Bounty","","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","","48.387096774193544","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0xADc73EB8E4673e5FD5A9c709c4379c074991F2D3","Bounty payments from August","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:65 +02:00","0.005603 ETH","--"
"4","Outgoing","Success","Core Contributor Rewards","Brent#2221","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","dTech","6750","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x8c6d70c7e73eAD837e09EEF0a321824544C07BFE","Core Contributor Rewards of dTech (August)","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:34 +02:00","0.005603 ETH","--"
"4","Outgoing","Success","Core Contributor Rewards","Brent#2221","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","dTech","383.3767827020396","750","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x8c6d70c7e73eAD837e09EEF0a321824544C07BFE","Core Contributor Rewards of dTech (August)","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:34 +02:00","0.005603 ETH","--"
"4","Outgoing","Success","Core Contributor Rewards","Spectra CryptoVerse#6148","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","dTech","6750","--","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x9dCE7602a512976f71639985d897D5AA78e41061","Core Contributor Rewards of dTech (August)","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:34 +02:00","0.005603 ETH","--"
"4","Outgoing","Success","Core Contributor Rewards","Spectra CryptoVerse#6148","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","dTech","383.3767827020396","750","0x2394799FB1764ADE5d4628be134B9A2e13253eE3","0x9dCE7602a512976f71639985d897D5AA78e41061","Core Contributor Rewards of dTech (August)","0x43192d2cd65d516c23294303e433a2c2640e36b558d6996b1d0247ce7fb866fc","12-09-2022 17:09:34 +02:00","0.005603 ETH","--"
